order_id,order_date,market,region,product_id,sales,quantity,discount,profit
IN-2011-19351,6/17/2011,APAC,North Asia,FUR-TA-10001889,3238.305,5,0.3,-740.295
ES-2014-5842530,4/3/2014,EU,North,FUR-BO-10000490,2291.814,7,0.1,127.134
MX-2011-137897,5/17/2011,LATAM,North,TEC-PH-10000018,2124.5,5,0,488.6
BO-2014-8960,2/11/2014,EMEA,EMEA,FUR-HON-10003533,2757.78,6,0,744.48
ES-2013-2220066,10/12/2013,EU,South,TEC-AC-10001949,1549.98,6,0,139.32
CA-2011-127299,9/19/2011,US,South,TEC-MA-10001127,2624.985,3,0.5,-944.9946
UP-2014-4500,7/17/2014,EMEA,EMEA,OFF-HOO-10004910,3146.4,6,0,629.28
ES-2014-2440513,11/22/2014,EU,Central,TEC-MA-10001335,2456.619,11,0.15,664.719
IT-2011-5629016,5/30/2011,EU,Central,FUR-TA-10000347,2228.6355,7,0.35,-754.4145
CA-2014-133263,4/1/2014,US,South,TEC-CO-10001449,2999.95,5,0,1439.976
IN-2014-65488,7/17/2014,APAC,Central Asia,OFF-AP-10002090,4001.04,8,0,1440.24
ES-2014-5530354,8/29/2014,EU,Central,TEC-PH-10000493,4876.875,9,0.15,745.875
IN-2012-23782,12/26/2012,APAC,Oceania,FUR-TA-10003596,1788.822,6,0.3,204.282
IN-2014-37320,11/11/2014,APAC,Central Asia,OFF-AP-10002244,3622.29,7,0,1267.77
ID-2013-31720,5/1/2013,APAC,Southeast Asia,FUR-TA-10003179,1242.585,5,0.47,-140.715
ES-2011-1712442,8/16/2011,EU,North,TEC-PH-10001396,4453.05,7,0,1424.85
IN-2014-78900,12/3/2014,APAC,Southeast Asia,FUR-TA-10003078,2673.36,8,0,1069.2
IN-2013-37803,6/25/2013,APAC,Oceania,FUR-CH-10003581,2046.195,5,0.1,591.045
ES-2013-3939561,1/21/2013,EU,North,FUR-TA-10000184,5451.3,6,0,2071.44
CA-2013-138478,10/22/2013,US,West,OFF-BI-10001120,4535.976,3,0.2,1644.2913
IN-2014-56808,7/12/2014,APAC,Southeast Asia,OFF-AP-10001956,1722.2832,4,0.17,539.4432
US-2013-116729,12/26/2013,US,West,TEC-PH-10002200,2575.944,7,0.2,257.5944
ES-2014-1972860,9/1/2014,EU,Central,OFF-AP-10003382,1007.424,2,0.1,134.304
CA-2011-119375,11/17/2011,US,East,OFF-ST-10002011,2934.33,7,0,792.2691
IN-2011-64326,6/7/2011,APAC,Oceania,OFF-AP-10003917,4624.29,9,0.1,1644.03
ES-2011-3259196,10/13/2011,EU,Central,OFF-ST-10002900,1066.446,6,0.1,-11.934
IN-2013-48184,6/10/2013,APAC,North Asia,TEC-CO-10003819,957.6,4,0,0
IN-2014-77017,12/13/2014,APAC,Oceania,OFF-AP-10000675,4864.32,10,0.1,162.12
CA-2014-150091,10/13/2014,US,East,FUR-BO-10003404,2154.9,5,0,129.294
ID-2014-31363,6/10/2014,APAC,Southeast Asia,OFF-AP-10001824,1433.8395,3,0.15,-84.3705
SF-2011-6380,2/15/2011,Africa,Africa,OFF-SME-10000746,2784.6,14,0,779.52
ES-2013-1692384,11/28/2013,EU,South,FUR-BO-10004999,3063.27,7,0,1470.21
CA-2014-165323,6/18/2014,US,East,TEC-MA-10003673,3404.5,5,0,1668.205
CA-2013-168354,9/20/2013,US,East,OFF-ST-10001490,1606.23,9,0,481.869
US-2011-158554,8/9/2011,LATAM,Caribbean,TEC-PH-10004196,2044.8,6,0.2,-332.28
CA-2011-141796,6/21/2011,US,East,TEC-PH-10001578,1214.85,3,0,352.3065
IN-2012-12162,8/2/2012,APAC,North Asia,TEC-CO-10000208,1521,4,0,0
ES-2012-2510515,6/19/2012,EU,Central,OFF-AP-10002330,2443.905,5,0.1,760.305
CA-2012-113404,7/16/2012,US,West,FUR-CH-10003312,1348.704,6,0.2,-219.1644
IR-2013-8520,8/2/2013,EMEA,EMEA,TEC-EPS-10000053,1141.8,10,0,570.9
IN-2014-68463,5/22/2014,APAC,Central Asia,OFF-ST-10004060,1865.97,9,0,802.17
ID-2011-64599,2/10/2011,APAC,North Asia,TEC-PH-10000303,6998.64,11,0,2939.31
ES-2013-4632541,9/27/2013,EU,South,FUR-BO-10002708,1091.25,3,0,119.97
IN-2014-23761,6/2/2014,APAC,Central Asia,FUR-BO-10000210,1094.22,3,0,328.23
IN-2013-16964,9/30/2013,APAC,Oceania,FUR-BO-10001192,1320.624,4,0.1,484.224
IN-2011-76989,7/19/2011,APAC,Southeast Asia,TEC-PH-10004664,2555.64,4,0,664.44
RS-2014-4620,8/14/2014,EMEA,EMEA,FUR-SAU-10002255,3498.72,8,0,594.72
CA-2013-147417,7/26/2013,US,East,TEC-CO-10001449,1439.976,4,0.4,191.9968
IN-2014-61393,10/31/2014,APAC,North Asia,TEC-CO-10001954,2272.86,6,0,977.22
IN-2013-13891,7/25/2013,APAC,North Asia,TEC-PH-10003002,5211.12,8,0,833.76
IN-2014-32770,10/7/2014,APAC,Central Asia,TEC-PH-10003856,2582.16,4,0,361.44
IN-2014-14780,10/17/2014,APAC,Central Asia,TEC-PH-10004664,3194.55,5,0,830.55
IN-2013-71585,12/3/2013,APAC,Oceania,FUR-CH-10000974,1704.996,4,0.1,378.876
IN-2014-20485,11/8/2014,APAC,Southeast Asia,OFF-AP-10003866,1538.721,6,0.15,325.701
IN-2013-48184,6/10/2013,APAC,North Asia,FUR-CH-10003616,1381.32,3,0,593.91
IT-2011-4771701,9/21/2011,EU,Central,FUR-BO-10004999,1181.547,3,0.1,498.807
IT-2011-2876489,6/21/2011,EU,Central,FUR-CH-10000479,1696.248,4,0.1,734.928
CA-2014-133865,5/9/2014,US,West,TEC-CO-10001046,3359.952,6,0.2,1049.985
CA-2014-158379,9/23/2014,US,East,OFF-SU-10002881,4663.736,7,0.2,-1049.3406
SF-2014-2330,11/26/2014,Africa,Africa,OFF-HOO-10000318,1237.56,4,0,606.36
EG-2012-4640,3/30/2012,Africa,Africa,TEC-NOK-10001283,1274.7,2,0,140.16
MX-2011-138002,11/10/2011,LATAM,South,OFF-AP-10000407,3172.14,9,0,856.44
US-2014-102183,8/22/2014,US,East,OFF-BI-10001359,4305.552,6,0.2,1453.1238
ES-2012-5113958,8/1/2012,EU,North,OFF-AP-10004512,3979.29,7,0,1989.54
CA-2014-120376,12/23/2014,US,Central,FUR-CH-10002335,1586.69,7,0,412.5394
CA-2014-168109,7/4/2014,US,West,TEC-MA-10001148,2395.2,6,0.2,209.58
CA-2014-111556,11/21/2014,US,East,TEC-PH-10001459,1259.97,3,0,327.5922
AJ-2013-2640,1/23/2013,EMEA,EMEA,FUR-BAR-10004434,2058,4,0,946.68
IN-2011-67651,5/21/2011,APAC,Southeast Asia,FUR-BO-10002444,2539.8765,7,0.07,709.9365
ES-2014-4957212,9/28/2014,EU,North,FUR-BO-10004709,2898.21,7,0,1420.02
IT-2011-3528798,11/6/2011,EU,Central,TEC-MA-10004772,1320.0075,5,0.15,357.1575
LH-2014-5390,1/28/2014,EMEA,EMEA,FUR-BAR-10003532,2171.16,8,0.7,-2750.28
IN-2014-32588,9/13/2014,APAC,Oceania,TEC-CO-10002911,4448.223,13,0.1,444.483
CA-2012-137113,12/1/2012,US,West,FUR-TA-10001705,1913.4,9,0,401.814
US-2011-161760,12/22/2011,LATAM,South,TEC-PH-10000169,2300.616,9,0.4,38.196
EG-2013-4530,2/5/2013,Africa,Africa,FUR-SAU-10004653,2615.94,6,0,1072.44
IN-2011-51964,12/28/2011,APAC,Central Asia,TEC-CO-10002526,1066.68,3,0,394.65
CA-2013-122903,5/28/2013,US,Central,FUR-CH-10002024,3504.9,5,0,700.98
LT-2011-270,4/27/2011,Africa,Africa,TEC-NOK-10004339,2544.6,4,0,814.2
IN-2011-86278,10/6/2011,APAC,Oceania,FUR-TA-10000022,3694.68,4,0,886.68
ID-2013-17055,8/24/2013,APAC,North Asia,FUR-TA-10002153,2214.849,7,0.3,-221.571
MX-2013-151764,9/21/2013,LATAM,South,FUR-CH-10000843,1236.48,4,0,111.28
MX-2014-124744,12/17/2014,LATAM,Central,OFF-AP-10002681,1805.9,5,0,126.4
US-2011-106992,9/19/2011,US,Central,TEC-MA-10000822,3059.982,3,0.4,-509.997
CA-2014-168109,7/4/2014,US,West,TEC-AC-10002049,1687.8,4,0,742.632
CA-2011-117639,5/21/2011,US,South,OFF-BI-10003925,2715.93,7,0,1276.4871
MX-2014-140305,6/3/2014,LATAM,Central,OFF-AP-10004627,1810.3,5,0,54.3
MX-2014-113845,9/12/2014,LATAM,Central,TEC-PH-10001076,2120.5,5,0,106
IN-2014-61932,4/17/2014,APAC,North Asia,TEC-PH-10001457,1275,2,0,140.22
ES-2012-4589770,11/21/2012,EU,Central,TEC-MA-10004534,1593.648,7,0.15,-225.162
ES-2014-1331794,3/6/2014,EU,Central,FUR-BO-10003991,1114.236,3,0.1,383.706
ES-2012-4621754,7/23/2012,EU,Central,TEC-PH-10002623,2944.08,5,0.1,1112.13
ID-2014-41191,11/7/2014,APAC,Southeast Asia,OFF-AP-10002793,3309.2598,7,0.17,318.8598
MX-2014-128405,11/22/2014,LATAM,South,FUR-CH-10002093,897.48,9,0,322.92
ES-2011-1858721,6/11/2011,EU,Central,FUR-BO-10003103,2056.05,5,0,390.6
MX-2012-168865,9/14/2012,LATAM,North,TEC-CO-10001818,2365.6592,10,0.002,18.8592
IN-2011-52279,11/25/2011,APAC,Oceania,TEC-CO-10002040,1336.356,7,0.4,44.436
IN-2012-14724,8/10/2012,APAC,North Asia,TEC-CO-10001654,3038.64,8,0,1245.84
ES-2013-3042991,3/20/2013,EU,North,OFF-AP-10002397,2698.65,9,0,890.46
LT-2013-3900,12/30/2013,Africa,Africa,TEC-CAN-10001853,3799.08,12,0,455.76
IN-2012-18518,10/4/2012,APAC,Central Asia,FUR-CH-10001207,2756.34,6,0,413.28
IT-2012-4058325,8/6/2012,EU,South,TEC-PH-10002597,983.88,8,0.1,-11.16
IN-2012-42220,10/2/2012,APAC,Southeast Asia,FUR-CH-10003232,1719.807,5,0.27,117.657
IN-2014-17972,3/26/2014,APAC,Southeast Asia,OFF-AP-10003917,1421.541,3,0.17,428.121
MX-2014-151554,11/21/2014,LATAM,Caribbean,TEC-CO-10002617,1053.6884,5,0.002,441.2884
IT-2011-3270900,11/30/2011,EU,Central,TEC-CO-10000556,1440.84,8,0.5,-1268.04
IN-2011-28087,11/3/2011,APAC,Oceania,FUR-CH-10003232,2544.372,6,0.1,621.792
CA-2012-123113,11/23/2012,US,East,OFF-AP-10000275,2625.12,8,0,735.0336
